subject_id,activity_label,label,TimeBodyAccelerometerMean()-X,TimeBodyAccelerometerMean()-Y,TimeBodyAccelerometerMean()-Z,TimeBodyAccelerometerSTD()-X,TimeBodyAccelerometerSTD()-Y,TimeBodyAccelerometerSTD()-Z,TimeGravityAccelerometerMean()-X,TimeGravityAccelerometerMean()-Y,TimeGravityAccelerometerMean()-Z,TimeGravityAccelerometerSTD()-X,TimeGravityAccelerometerSTD()-Y,TimeGravityAccelerometerSTD()-Z,TimeBodyAccelerometerJerkMean()-X,TimeBodyAccelerometerJerkMean()-Y,TimeBodyAccelerometerJerkMean()-Z,TimeBodyAccelerometerJerkSTD()-X,TimeBodyAccelerometerJerkSTD()-Y,TimeBodyAccelerometerJerkSTD()-Z,TimeBodyGyroscopeMean()-X,TimeBodyGyroscopeMean()-Y,TimeBodyGyroscopeMean()-Z,TimeBodyGyroscopeSTD()-X,TimeBodyGyroscopeSTD()-Y,TimeBodyGyroscopeSTD()-Z,TimeBodyGyroscopeJerkMean()-X,TimeBodyGyroscopeJerkMean()-Y,TimeBodyGyroscopeJerkMean()-Z,TimeBodyGyroscopeJerkSTD()-X,TimeBodyGyroscopeJerkSTD()-Y,TimeBodyGyroscopeJerkSTD()-Z,TimeBodyAccelerometerMagnitudeMean(),TimeBodyAccelerometerMagnitudeSTD(),TimeGravityAccelerometerMagnitudeMean(),TimeGravityAccelerometerMagnitudeSTD(),TimeBodyAccelerometerJerkMagnitudeMean(),TimeBodyAccelerometerJerkMagnitudeSTD(),TimeBodyGyroscopeMagnitudeMean(),TimeBodyGyroscopeMagnitudeSTD(),TimeBodyGyroscopeJerkMagnitudeMean(),TimeBodyGyroscopeJerkMagnitudeSTD(),FrequencyBodyAccelerometerMean()-X,FrequencyBodyAccelerometerMean()-Y,FrequencyBodyAccelerometerMean()-Z,FrequencyBodyAccelerometerSTD()-X,FrequencyBodyAccelerometerSTD()-Y,FrequencyBodyAccelerometerSTD()-Z,FrequencyBodyAccelerometerMeanFreq()-X,FrequencyBodyAccelerometerMeanFreq()-Y,FrequencyBodyAccelerometerMeanFreq()-Z,FrequencyBodyAccelerometerJerkMean()-X,FrequencyBodyAccelerometerJerkMean()-Y,FrequencyBodyAccelerometerJerkMean()-Z,FrequencyBodyAccelerometerJerkSTD()-X,FrequencyBodyAccelerometerJerkSTD()-Y,FrequencyBodyAccelerometerJerkSTD()-Z,FrequencyBodyAccelerometerJerkMeanFreq()-X,FrequencyBodyAccelerometerJerkMeanFreq()-Y,FrequencyBodyAccelerometerJerkMeanFreq()-Z,FrequencyBodyGyroscopeMean()-X,FrequencyBodyGyroscopeMean()-Y,FrequencyBodyGyroscopeMean()-Z,FrequencyBodyGyroscopeSTD()-X,FrequencyBodyGyroscopeSTD()-Y,FrequencyBodyGyroscopeSTD()-Z,FrequencyBodyGyroscopeMeanFreq()-X,FrequencyBodyGyroscopeMeanFreq()-Y,FrequencyBodyGyroscopeMeanFreq()-Z,FrequencyBodyAccelerometerMagnitudeMean(),FrequencyBodyAccelerometerMagnitudeSTD(),FrequencyBodyAccelerometerMagnitudeMeanFreq(),FrequencyBodyAccelerometerJerkMagnitudeMean(),FrequencyBodyAccelerometerJerkMagnitudeSTD(),FrequencyBodyAccelerometerJerkMagnitudeMeanFreq(),FrequencyBodyGyroscopeMagnitudeMean(),FrequencyBodyGyroscopeMagnitudeSTD(),FrequencyBodyGyroscopeMagnitudeMeanFreq(),FrequencyBodyGyroscopeJerkMagnitudeMean(),FrequencyBodyGyroscopeJerkMagnitudeSTD(),FrequencyBodyGyroscopeJerkMagnitudeMeanFreq(),"Angle(TimeBodyAccelerometerMean,Gravity)","Angle(TimeBodyAccelerometerJerkMean),GravityMean)","Angle(TimeBodyGyroscopeMean,GravityMean)","Angle(TimeBodyGyroscopeJerkMean,GravityMean)","Angle(X,GravityMean)","Angle(Y,GravityMean)","Angle(Z,GravityMean)"
1,LAYING,6,0.22159824394,-0.0405139534294,-0.11320355358,-0.9280564692,-0.83682740562,-0.826061401628,-0.24888179828,0.70554977346,0.4458177198,-0.8968300184,-0.90772000676,-0.85236629022,0.0810865342,0.0038382040088000002,0.010834236361,-0.958482112,-0.9241492736,-0.9548551108,-0.016553093978,-0.064486124088,0.14868943626,-0.87354386782,-0.9510904402,-0.9082846626,-0.107270949192,-0.04151728689,-0.0740501211,-0.9186085208,-0.9679072436,-0.9577901596,-0.8419291525,-0.79514486386,-0.8419291525,-0.79514486386,-0.9543962646,-0.9282456284,-0.874759548,-0.81901016976,-0.96346103,-0.9358409827999999,-0.9390990524,-0.86706520518,-0.8826668762000001,-0.9244374346,-0.8336255561,-0.81289155944,-0.158792670508,0.097534841586,0.08943765522000001,-0.9570738838,-0.9224626097999999,-0.9480609042,-0.9641607086,-0.9322178704,-0.9605869872,0.132419092398,0.024513618956000002,0.024387945279999997,-0.850249174586,-0.9521914948,-0.909302721,-0.8822964508,-0.9512320494,-0.9165825082,-0.003546795855999998,-0.091529130882,0.010458125660000005,-0.8617676481,-0.7983009404,0.08640856294,-0.9333003608,-0.9218039756,0.26639115416000003,-0.8621901854,-0.82431943968,-0.1397750127,-0.9423669466,-0.9326606676,0.17648590708,0.0213659655642,0.003060407350000002,-0.0016669846980000003,0.08443716468,0.4267062264,-0.52034381798,-0.35241310896
1,SITTING,4,0.2612375654255319,-0.001308287651702128,-0.10454418225531915,-0.9772290082978723,-0.9226186419148936,-0.9395862910638297,0.8315099334042553,0.20441159268085107,0.33204370276595746,-0.9684571457446809,-0.9355170559574468,-0.9490409331914894,0.0774825199574468,-6.191027851063836e-4,-0.0033677923502127664,-0.9864307112765958,-0.9813719653191489,-0.9879108044680851,-0.04535005651276596,-0.0919241549361702,0.06293138119148936,-0.9772112831914893,-0.966473895319149,-0.9414259208510638,-0.09367938072340426,-0.040211812425531915,-0.046702627,-0.9917315921276596,-0.9895180685106383,-0.9879358063829787,-0.9485367861702128,-0.9270784187234042,-0.9485367861702128,-0.9270784187234042,-0.9873641955319149,-0.9841200240425532,-0.93089249,-0.934531840425532,-0.9919763412765957,-0.9883087285106383,-0.9796412387234043,-0.944084550425532,-0.9591848891489362,-0.9764123131914894,-0.9172750063829788,-0.9344695580851063,-0.04951359754893617,0.07594607685106383,0.23882987014893617,-0.9865970225531915,-0.9815794670212766,-0.9860530923404255,-0.9874929944680851,-0.982513909574468,-0.988339184893617,0.2566108235680851,0.047543783959574475,0.09239200325531916,-0.9761614640425532,-0.9758385853191489,-0.9513155444680851,-0.9779042270212766,-0.9623450425531915,-0.9439178410638298,0.18915302126085107,0.0631270669787234,-0.02978392074468085,-0.9477829225531915,-0.9284448017021276,0.23665501168085107,-0.9852621268085107,-0.9816061774468084,0.3518522019574468,-0.9584355893617021,-0.932198374893617,-2.6218671702127723e-4,-0.9897975472340426,-0.9870496172340426,0.18477592808510637,0.027441547919148938,0.029709787829787233,0.06769813387234043,-0.06488161908723404,-0.591247480212766,-0.060466025380851066,-0.21801722510638297
1,STANDING,5,0.2789176290566038,-0.016137590103773584,-0.11060181773584905,-0.9957599015094339,-0.9731900564150944,-0.9797758769811321,0.9429520003773585,-0.27298383226415096,0.01349058232264151,-0.9937629850943396,-0.9812259579245283,-0.9763240635849056,0.0753766542264151,0.007975730928301887,-0.0036852495470943397,-0.994604542264151,-0.9856487324528302,-0.9922511773584906,-0.02398773479792453,-0.05939722098113208,0.074800751,-0.9871919466037736,-0.98773444,-0.9806456269811321,-0.09960921290566038,-0.04406278779245283,-0.04895054667169811,-0.992945106981132,-0.9951379173584906,-0.9921084671698113,-0.9842782073584906,-0.9819429288679246,-0.9842782073584906,-0.9819429288679246,-0.9923677905660377,-0.9930962094339623,-0.9764937928301887,-0.9786900286792453,-0.9949667905660378,-0.9947332386792452,-0.9952499326415094,-0.9770708477358491,-0.9852970986792453,-0.9960283450943396,-0.9722931020754717,-0.9779372596226416,0.08651536190886792,0.11747894871886792,0.24485858579245282,-0.9946307973584906,-0.9854187045283019,-0.9907521660377359,-0.9950737592452831,-0.9870182267924529,-0.9923498181132075,0.3141829401509434,0.03916189549433963,0.1385814787490566,-0.9863867860377359,-0.9889844558490566,-0.9807731228301887,-0.9874971286792453,-0.9871077277358491,-0.98234533,-0.12029302060377359,-0.04471919781698113,0.10060763513962265,-0.9853563611320755,-0.9823138047169812,0.28455529077358493,-0.9925424775471698,-0.9925360033962264,0.42222010226415096,-0.9846176233962264,-0.9784660720754716,-0.028605772532830188,-0.9948153769811321,-0.9946711232075471,0.3344987343018868,-2.223407471698116e-4,0.021963782690566036,-0.03379383820377358,-0.02792293219622641,-0.7434078879245283,0.2701750328301887,0.01225285037735849
1,WALKING,1,0.2773307587368421,-0.017383818527368422,-0.11114810354736843,-0.28374025884210524,0.11446133674736843,-0.2600279022105263,0.9352232014736842,-0.2821650212631579,-0.068102864,-0.9766096425263158,-0.9713059614736842,-0.9477172261052632,0.07404163331578947,0.02827210958842105,-0.004168406177894738,-0.11361560243578947,0.06700250076842106,-0.5026997885263158,-0.041830963526,-0.06953004621157895,0.08494481730421052,-0.4735354858947368,-0.054607768659473685,-0.3442666294736842,-0.08999754237052632,-0.03984287094631579,-0.04613092950210526,-0.20742185475789474,-0.3044685106315789,-0.40425545263157897,-0.1369711765568421,-0.21968864563157894,-0.1369711765568421,-0.21968864563157894,-0.14142880903157895,-0.07447175006252632,-0.1609795525368421,-0.18697836452631578,-0.2987036790842105,-0.3253248788947368,-0.2027943063263158,0.08971272640210526,-0.3315601177894737,-0.31913471957894735,0.056040006846,-0.2796867514947368,-0.20754837449473684,0.11309364610315789,0.04972651961726316,-0.17054696454957893,-0.03522552411306316,-0.46899922463157895,-0.13358660632631578,0.106739857136,-0.5347134404210526,-0.2092619733768421,-0.3862371432105263,-0.18553028124421053,-0.33903219711578947,-0.10305941643473684,-0.25594094031578946,-0.5166919387368422,-0.03350815978842105,-0.43656222747368423,0.014784498662105263,-0.06577461900105264,7.733215643157902e-4,-0.1286234506294737,-0.39803258684210524,0.1906437244,-0.05711940003431579,-0.10349240300210526,0.09382218070273685,-0.1992525689863158,-0.32101795389473686,0.26884436752589475,-0.3193085937789474,-0.38160191178947367,0.19066344879368421,0.060453747414736844,-0.007930378484210524,0.013059490715789473,-0.018743191045263157,-0.7292472010526316,0.2769530234736842,0.06885891198947368
1,WALKING_DOWNSTAIRS,3,0.2891883204081633,-0.009918504610204082,-0.10756619090816326,0.030035338348387754,-0.03193594344897959,-0.23043421320408164,0.9318744189795918,-0.26661033897959185,-0.06211995859387755,-0.950559811632653,-0.9370186589795918,-0.8959396951020409,0.05415531648979592,0.02965044904081633,-0.010971973018367347,-0.012283860544897959,-0.10160139064081633,-0.34573503232653063,-0.03507819029897959,-0.09093712902040817,0.09008501420306123,-0.4580305429387755,-0.1263491949387755,-0.12470245424285714,-0.07395920362714285,-0.043990278336734696,-0.027046106106122448,-0.48702734224489796,-0.23882482753061224,-0.2687614802428571,0.027188291410612245,0.01988435062653061,0.027188291410612245,0.01988435062653061,-0.08944748079795918,-0.025787719708163265,-0.07574125436734694,-0.22572436806122448,-0.29546384334693876,-0.30651064553061225,0.038229183151020404,0.0015499078359183687,-0.22557447169387754,0.024330839138775512,-0.11296373995306122,-0.29792789469387754,-0.3073951986877551,0.06322008393469387,0.29432270081061224,-0.0276638676122449,-0.1286671576489796,-0.2883347357142857,-0.08632789664020409,-0.13458000887755103,-0.4017214642857143,-0.25316434491836737,-0.3375897012244898,0.009372238891836734,-0.3524496313632653,-0.05570225246938775,-0.03186942719795918,-0.4954224861020408,-0.18141472865714287,-0.23844356530612246,-0.10045372904081633,0.08255114871836734,-0.07567620677142857,0.09658453430408163,-0.18653030107346938,0.11918714276795918,0.026218494932653064,-0.10405226072653061,0.07649154743265306,-0.18572028574489796,-0.398350390122449,0.34961389546938776,-0.281963359177551,-0.3919198766122449,0.19000070616510203,-0.0026951251591836724,0.0899316865510204,0.06333828491836735,-0.03997684581632653,-0.7444837534693878,0.26724578469387755,0.0650047072244898
1,WALKING_UPSTAIRS,2,0.2554616896226415,-0.023953149264339623,-0.09730200209433962,-0.35470802509433963,-0.0023202650169811324,-0.019479238847169813,0.8933510975471698,-0.36215336433962264,-0.07540293975471699,-0.9563670279245283,-0.9528492332075472,-0.9123794103773585,0.10137272992264151,0.019486307618867927,-0.04556254491132076,-0.44684388773584904,-0.37827442603773587,-0.7065935309433963,0.05054937975471698,-0.16617001508867923,0.05835954639811321,-0.5448711045283019,0.0041051837981132076,-0.5071686749056604,-0.12223276801132076,-0.042148588450943394,-0.0407125527654717,-0.614786508490566,-0.6016966562264151,-0.606332002264151,-0.12992763073584906,-0.32497092924528304,-0.12992763073584906,-0.32497092924528304,-0.4665034462264151,-0.4789916220754717,-0.12673558996981132,-0.14861931805283018,-0.5948828650943396,-0.6485530443396227,-0.4043217841509434,-0.19097672081132075,-0.4333497020754717,-0.3374281886792453,0.021769510656603774,0.08595655438490565,-0.4187350003773585,-0.16069721351698113,-0.5201147935849056,-0.47987524566037737,-0.41344458754716984,-0.6854743539622642,-0.46190702584905663,-0.38177706528301886,-0.726040200754717,-0.3770231283018868,-0.5094955316981132,-0.5511042841509434,-0.4926116679245283,-0.3194746090566038,-0.4535972130188679,-0.565892490754717,0.15153890556603775,-0.57170784,-0.18745024773773586,-0.4735747866037736,-0.13337390425849058,-0.35239594471698116,-0.41626010150943393,-0.09774334964150944,-0.4426521624528302,-0.5330598537735849,0.08535240915471698,-0.3259614573962264,-0.18298551826415094,-0.21930337611056605,-0.6346650820754717,-0.693930521509434,0.11427734245471699,0.09608607617924528,-0.06108384130188679,-0.19469996311320756,0.06568356926415093,-0.6471956643396226,0.33476327735849054,0.07416636820754717
2,LAYING,6,0.2813734039583333,-0.018158739758333334,-0.10724561041666666,-0.9740594647916667,-0.98027739875,-0.984233296875,-0.509754238125,0.752536639375,0.6468348795833333,-0.9590144414583334,-0.9882118652083334,-0.984230418125,0.08259725116666666,0.012254788451875,-0.0018026489562499998,-0.98587216875,-0.98317254125,-0.988442014375,-0.01847660675,-0.11180082458333333,0.14488284610416666,-0.9882752329166666,-0.9822916089583333,-0.9603065604166666,-0.10197413420833333,-0.035859017608333335,-0.07017830208333334,-0.9932358491666666,-0.9895675379166666,-0.98803582125,-0.9774354852083333,-0.9728739129166667,-0.9774354852083333,-0.9728739129166667,-0.9877416960416666,-0.98551807625,-0.9500115695833333,-0.9611640539583334,-0.9917670741666667,-0.9897180952083333,-0.9767250597916667,-0.9798008779166667,-0.984380981875,-0.9732464820833333,-0.981025105625,-0.984792185,-0.14648279259166666,0.2572894655,0.4025325533958333,-0.9858136308333333,-0.9827682504166667,-0.9861971345833334,-0.9872502558333334,-0.9849873929166667,-0.9893453685416667,0.159808328563875,0.1212064240125,0.19055821814583332,-0.9864311425,-0.9833216354166666,-0.9626718875,-0.9888606858333333,-0.9819106164583333,-0.9631742222916667,0.10261131938125,0.042280668393750005,0.05529859864791667,-0.9751101964583333,-0.9751213879166667,0.2662982125,-0.9853741147916667,-0.9845684891666666,0.3417585745,-0.9721129727083333,-0.96109837875,0.01856447223125,-0.9902487022916666,-0.9894926604166667,0.26480150539583336,0.005791809625,-0.00635557646875,0.0652860108125,-0.02937100885541667,0.617423415625,-0.5197325514583333,-0.47892823395833334
2,SITTING,4,0.27708735173913046,-0.01568799372826087,-0.10921827245652174,-0.9868222795652174,-0.9507044991304348,-0.9598281717391304,0.9404772730434783,-0.1056300244987826,0.19872676876086956,-0.9799887608695652,-0.9567502730434783,-0.9544158730434783,0.0722564387173913,0.011695451132391305,0.0076054692986956525,-0.9880558541304347,-0.9779839554347826,-0.9875182117391305,-0.04547066204347826,-0.05992867970434783,0.0412277462173913,-0.985742027826087,-0.9789195269565217,-0.9598037086956521,-0.0936328412826087,-0.04156020291304348,-0.04358509665,-0.9897090230434783,-0.9908896147826087,-0.9855423256521739,-0.9678936239130435,-0.9530814441304348,-0.9678936239130435,-0.9530814441304348,-0.9867747130434783,-0.9844758680434783,-0.946035087173913,-0.9613136241304348,-0.9910814939130435,-0.9895949195652174,-0.985803840652174,-0.9573434984782608,-0.9701621726086956,-0.98736209,-0.9500737541304348,-0.9568628641304348,0.08519282071,0.15019395616304348,0.09606467595869565,-0.9878487936956521,-0.977139702826087,-0.9851290502173913,-0.9894591073913044,-0.9808042284782609,-0.9885708041304347,0.3055468180847826,0.026244864713478262,0.09290306303695653,-0.9826213895652174,-0.9821009236956522,-0.9598148223913043,-0.9868085015217392,-0.9773561886956522,-0.9635226597826086,0.13052312089130436,-0.19214273791304348,0.0409472348676087,-0.9612737482608695,-0.955575602173913,0.13093420285434784,-0.9838746989130435,-0.9841241858695652,0.28006242395652176,-0.9718405960869565,-0.9613857452173913,-0.10635890917391305,-0.9898619508695652,-0.9896329089130435,0.1947221493,0.03952843111654348,-0.0033928668956521705,0.020973169543478255,-0.07620419660434782,-0.7744360945652174,0.15585727830434784,-0.11822439862173913
2,STANDING,5,0.27791147222222223,-0.018420827016666665,-0.10590853605555556,-0.9872718892592592,-0.9573049892592592,-0.9497418512962963,0.8969285668518518,-0.37006269685185184,0.1297471612222222,-0.9866858187037038,-0.9741944203703704,-0.9459270787037037,0.07475885975925926,0.010329177479444444,-0.008371588467222222,-0.9810857155555556,-0.9710594396296296,-0.9828414464814815,-0.023862387571296297,-0.08203965775925925,0.08783516954814814,-0.9729986298148148,-0.9714419964814814,-0.9648567018518519,-0.10556215788888888,-0.04224195353703704,-0.054653947942592596,-0.9793240007407408,-0.9834472585185186,-0.9736101183333333,-0.9658751812962963,-0.957874965,-0.9658751812962963,-0.957874965,-0.9804890774074074,-0.9766752801851852,-0.9634663418518519,-0.9539433803703704,-0.9839519042592593,-0.9772044277777778,-0.9839467398148148,-0.9598716974074074,-0.9624711957407408,-0.9890564698148148,-0.9579088422222222,-0.9464335835185185,0.10851918292407407,0.062337806668333336,0.10446249960185185,-0.9809732416666667,-0.970851337962963,-0.979775152037037,-0.9830079237037037,-0.9735202411111111,-0.9845999051851851,0.3314492814814815,-0.056936829181481484,0.039649818346296294,-0.967037112037037,-0.972576152962963,-0.9606276961111111,-0.9749881246296296,-0.9710360503703703,-0.9697542957407408,-0.10741604507407407,-0.17116037009629628,2.2681061074073886e-4,-0.9640521664814815,-0.9605193814814815,0.11964996390370371,-0.9770652955555555,-0.97516046,0.3048718652185185,-0.9617759048148148,-0.9567887257407407,-0.06612660457962963,-0.9778498274074074,-0.9777542981481482,0.16066282392592593,-0.013681915312962964,0.04118222445777778,-0.015103516172222222,0.11232464912962963,-0.6271800761111112,0.33793791166666665,-0.06789598058333333
2,WALKING,1,0.27642658644067797,-0.01859491991457627,-0.1055003579661017,-0.4236428384745763,-0.07809125331186441,-0.42525752491525426,0.9130173333898305,-0.34660709,0.08472708711864407,-0.9726932013559322,-0.9721168796610169,-0.9720728476271187,0.0618080696279661,0.01824926792881356,0.007895337066101694,-0.277530462620339,-0.01660223628474576,-0.5860904189830508,-0.05302581573474576,-0.04823823169491526,0.0828336633220339,-0.5615502557627119,-0.5384536677966102,-0.4810855350847458,-0.08188334291525423,-0.05382994490677966,-0.051493915683050846,-0.3895498315254237,-0.6341404361016949,-0.43549267728813557,-0.2904075937288136,-0.4225441693220339,-0.2904075937288136,-0.4225441693220339,-0.28142415388135594,-0.16415098512711865,-0.4465490928813559,-0.5530199162711864,-0.5479119503389831,-0.5577981513559322,-0.34604816101694913,-0.02190481033220339,-0.4538063698305085,-0.45765138372881353,-0.16921968620338984,-0.455222146440678,-0.14579548970338982,0.19858646650847459,0.06889952081864407,-0.30461532288135595,-0.07876408366101695,-0.554956709661017,-0.31431306340677967,-0.015332952008474579,-0.6158981884745762,-0.0727101584479661,-0.26357401818644066,-0.2548464387559322,-0.42971353610169494,-0.5547721122033898,-0.39665990745762714,-0.6040530191525424,-0.5330469525423729,-0.5598566350847458,0.007279679884745763,-0.04270093223728814,0.13975211526949152,-0.3242894279322034,-0.5771052116949152,0.39320620830508474,-0.16906435281355933,-0.16409196944915255,0.20750092670338982,-0.5307048147457627,-0.651792839661017,0.3052838252542373,-0.5832492933898306,-0.5581045547457627,0.12634461443949152,-0.030101737881355926,0.05340058008474576,0.021619677450847457,-0.0858470827457627,-0.66195998,0.32144301186440677,-0.03688928330677966
